X,Y,Z,R_Cell
-0.5,-4.04,-12.25,1
1.5,-4.04,-12.25,1
-3.5,-2.31,-12.25,1
-1.5,-2.31,-12.25,1
0.5,-2.31,-12.25,1
2.5,-2.31,-12.25,1
-2.5,-0.58,-12.25,1
-0.5,-0.58,-12.25,1
1.5,-0.58,-12.25,1
3.5,-0.58,-12.25,1
-3.5,1.15,-12.25,1
-1.5,1.15,-12.25,1
0.5,1.15,-12.25,1
2.5,1.15,-12.25,1
-2.5,2.89,-12.25,1
-0.5,2.89,-12.25,1
1.5,2.89,-12.25,1
-2.5,-6.35,-10.61,1
-0.5,-6.35,-10.61,1
1.5,-6.35,-10.61,1
3.5,-6.35,-10.61,1
-5.5,-4.62,-10.61,1
-3.5,-4.62,-10.61,1
-1.5,-4.62,-10.61,1
0.5,-4.62,-10.61,1
2.5,-4.62,-10.61,1
4.5,-4.62,-10.61,1
-6.5,-2.89,-10.61,1
-4.5,-2.89,-10.61,1
-2.5,-2.89,-10.61,1
-0.5,-2.89,-10.61,1
1.5,-2.89,-10.61,1
3.5,-2.89,-10.61,1
5.5,-2.89,-10.61,1
-5.5,-1.15,-10.61,1
-3.5,-1.15,-10.61,1
-1.5,-1.15,-10.61,1
0.5,-1.15,-10.61,1
2.5,-1.15,-10.61,1
4.5,-1.15,-10.61,1
6.5,-1.15,-10.61,1
-6.5,0.58,-10.61,1
-4.5,0.58,-10.61,1
-2.5,0.58,-10.61,1
-0.5,0.58,-10.61,1
1.5,0.58,-10.61,1
3.5,0.58,-10.61,1
5.5,0.58,-10.61,1
-5.5,2.31,-10.61,1
-3.5,2.31,-10.61,1
-1.5,2.31,-10.61,1
0.5,2.31,-10.61,1
2.5,2.31,-10.61,1
4.5,2.31,-10.61,1
6.5,2.31,-10.61,1
-4.5,4.04,-10.61,1
-2.5,4.04,-10.61,1
-0.5,4.04,-10.61,1
1.5,4.04,-10.61,1
3.5,4.04,-10.61,1
5.5,4.04,-10.61,1
-3.5,5.77,-10.61,1
-1.5,5.77,-10.61,1
0.5,5.77,-10.61,1
2.5,5.77,-10.61,1
4.5,5.77,-10.61,1
-1.5,-9.24,-8.98,1
0.5,-9.24,-8.98,1
-4.5,-7.51,-8.98,1
-2.5,-7.51,-8.98,1
-0.5,-7.51,-8.98,1
1.5,-7.51,-8.98,1
3.5,-7.51,-8.98,1
5.5,-7.51,-8.98,1
-5.5,-5.77,-8.98,1
-3.5,-5.77,-8.98,1
-1.5,-5.77,-8.98,1
0.5,-5.77,-8.98,1
2.5,-5.77,-8.98,1
4.5,-5.77,-8.98,1
6.5,-5.77,-8.98,1
-6.5,-4.04,-8.98,1
-4.5,-4.04,-8.98,1
-2.5,-4.04,-8.98,1
-0.5,-4.04,-8.98,1
1.5,-4.04,-8.98,1
3.5,-4.04,-8.98,1
5.5,-4.04,-8.98,1
7.5,-4.04,-8.98,1
-7.5,-2.31,-8.98,1
-5.5,-2.31,-8.98,1
-3.5,-2.31,-8.98,1
-1.5,-2.31,-8.98,1
0.5,-2.31,-8.98,1
2.5,-2.31,-8.98,1
4.5,-2.31,-8.98,1
6.5,-2.31,-8.98,1
8.5,-2.31,-8.98,1
-8.5,-0.58,-8.98,1
-6.5,-0.58,-8.98,1
-4.5,-0.58,-8.98,1
-2.5,-0.58,-8.98,1
-0.5,-0.58,-8.98,1
1.5,-0.58,-8.98,1
3.5,-0.58,-8.98,1
5.5,-0.58,-8.98,1
7.5,-0.58,-8.98,1
-7.5,1.15,-8.98,1
-5.5,1.15,-8.98,1
-3.5,1.15,-8.98,1
-1.5,1.15,-8.98,1
0.5,1.15,-8.98,1
2.5,1.15,-8.98,1
4.5,1.15,-8.98,1
6.5,1.15,-8.98,1
8.5,1.15,-8.98,1
-8.5,2.89,-8.98,1
-6.5,2.89,-8.98,1
-4.5,2.89,-8.98,1
-2.5,2.89,-8.98,1
-0.5,2.89,-8.98,1
1.5,2.89,-8.98,1
3.5,2.89,-8.98,1
5.5,2.89,-8.98,1
7.5,2.89,-8.98,1
-7.5,4.62,-8.98,1
-5.5,4.62,-8.98,1
-3.5,4.62,-8.98,1
-1.5,4.62,-8.98,1
0.5,4.62,-8.98,1
2.5,4.62,-8.98,1
4.5,4.62,-8.98,1
6.5,4.62,-8.98,1
-6.5,6.35,-8.98,1
-4.5,6.35,-8.98,1
-2.5,6.35,-8.98,1
-0.5,6.35,-8.98,1
1.5,6.35,-8.98,1
3.5,6.35,-8.98,1
5.5,6.35,-8.98,1
-3.5,8.08,-8.98,1
-1.5,8.08,-8.98,1
0.5,8.08,-8.98,1
2.5,8.08,-8.98,1
4.5,8.08,-8.98,1
-2.5,-9.81,-7.35,1
-0.5,-9.81,-7.35,1
1.5,-9.81,-7.35,1
3.5,-9.81,-7.35,1
-5.5,-8.08,-7.35,1
-3.5,-8.08,-7.35,1
-1.5,-8.08,-7.35,1
0.5,-8.08,-7.35,1
2.5,-8.08,-7.35,1
4.5,-8.08,-7.35,1
6.5,-8.08,-7.35,1
-8.5,-6.35,-7.35,1
-6.5,-6.35,-7.35,1
-4.5,-6.35,-7.35,1
-2.5,-6.35,-7.35,1
-0.5,-6.35,-7.35,1
1.5,-6.35,-7.35,1
3.5,-6.35,-7.35,1
5.5,-6.35,-7.35,1
7.5,-6.35,-7.35,1
-9.5,-4.62,-7.35,1
-7.5,-4.62,-7.35,1
-5.5,-4.62,-7.35,1
-3.5,-4.62,-7.35,1
-1.5,-4.62,-7.35,1
0.5,-4.62,-7.35,1
2.5,-4.62,-7.35,1
4.5,-4.62,-7.35,1
6.5,-4.62,-7.35,1
8.5,-4.62,-7.35,1
-8.5,-2.89,-7.35,1
-6.5,-2.89,-7.35,1
-4.5,-2.89,-7.35,1
-2.5,-2.89,-7.35,1
-0.5,-2.89,-7.35,1
1.5,-2.89,-7.35,1
3.5,-2.89,-7.35,1
5.5,-2.89,-7.35,1
7.5,-2.89,-7.35,1
9.5,-2.89,-7.35,1
-9.5,-1.15,-7.35,1
-7.5,-1.15,-7.35,1
-5.5,-1.15,-7.35,1
-3.5,-1.15,-7.35,1
-1.5,-1.15,-7.35,1
0.5,-1.15,-7.35,1
2.5,-1.15,-7.35,1
4.5,-1.15,-7.35,1
6.5,-1.15,-7.35,1
8.5,-1.15,-7.35,1
10.5,-1.15,-7.35,1
-10.5,0.58,-7.35,1
-8.5,0.58,-7.35,1
-6.5,0.58,-7.35,1
-4.5,0.58,-7.35,1
-2.5,0.58,-7.35,1
-0.5,0.58,-7.35,1
1.5,0.58,-7.35,1
3.5,0.58,-7.35,1
5.5,0.58,-7.35,1
7.5,0.58,-7.35,1
9.5,0.58,-7.35,1
-9.5,2.31,-7.35,1
-7.5,2.31,-7.35,1
-5.5,2.31,-7.35,1
-3.5,2.31,-7.35,1
-1.5,2.31,-7.35,1
0.5,2.31,-7.35,1
2.5,2.31,-7.35,1
4.5,2.31,-7.35,1
6.5,2.31,-7.35,1
8.5,2.31,-7.35,1
-8.5,4.04,-7.35,1
-6.5,4.04,-7.35,1
-4.5,4.04,-7.35,1
-2.5,4.04,-7.35,1
-0.5,4.04,-7.35,1
1.5,4.04,-7.35,1
3.5,4.04,-7.35,1
5.5,4.04,-7.35,1
7.5,4.04,-7.35,1
9.5,4.04,-7.35,1
-7.5,5.77,-7.35,1
-5.5,5.77,-7.35,1
-3.5,5.77,-7.35,1
-1.5,5.77,-7.35,1
0.5,5.77,-7.35,1
2.5,5.77,-7.35,1
4.5,5.77,-7.35,1
6.5,5.77,-7.35,1
8.5,5.77,-7.35,1
-6.5,7.51,-7.35,1
-4.5,7.51,-7.35,1
-2.5,7.51,-7.35,1
-0.5,7.51,-7.35,1
1.5,7.51,-7.35,1
3.5,7.51,-7.35,1
5.5,7.51,-7.35,1
7.5,7.51,-7.35,1
-3.5,9.24,-7.35,1
-1.5,9.24,-7.35,1
0.5,9.24,-7.35,1
2.5,9.24,-7.35,1
4.5,9.24,-7.35,1
-2.5,-10.97,-5.72,1
-0.5,-10.97,-5.72,1
1.5,-10.97,-5.72,1
3.5,-10.97,-5.72,1
-5.5,-9.24,-5.72,1
-3.5,-9.24,-5.72,1
-1.5,-9.24,-5.72,1
0.5,-9.24,-5.72,1
2.5,-9.24,-5.72,1
4.5,-9.24,-5.72,1
6.5,-9.24,-5.72,1
-8.5,-7.51,-5.72,1
-6.5,-7.51,-5.72,1
-4.5,-7.51,-5.72,1
-2.5,-7.51,-5.72,1
-0.5,-7.51,-5.72,1
1.5,-7.51,-5.72,1
3.5,-7.51,-5.72,1
5.5,-7.51,-5.72,1
7.5,-7.51,-5.72,1
-9.5,-5.77,-5.72,1
-7.5,-5.77,-5.72,1
-5.5,-5.77,-5.72,1
-3.5,-5.77,-5.72,1
-1.5,-5.77,-5.72,1
0.5,-5.77,-5.72,1
2.5,-5.77,-5.72,1
4.5,-5.77,-5.72,1
6.5,-5.77,-5.72,1
8.5,-5.77,-5.72,1
-10.5,-4.04,-5.72,1
-8.5,-4.04,-5.72,1
-6.5,-4.04,-5.72,1
-4.5,-4.04,-5.72,1
-2.5,-4.04,-5.72,1
-0.5,-4.04,-5.72,1
1.5,-4.04,-5.72,1
3.5,-4.04,-5.72,1
5.5,-4.04,-5.72,1
7.5,-4.04,-5.72,1
9.5,-4.04,-5.72,1
-9.5,-2.31,-5.72,1
-7.5,-2.31,-5.72,1
-5.5,-2.31,-5.72,1
-3.5,-2.31,-5.72,1
-1.5,-2.31,-5.72,1
0.5,-2.31,-5.72,1
2.5,-2.31,-5.72,1
4.5,-2.31,-5.72,1
6.5,-2.31,-5.72,1
8.5,-2.31,-5.72,1
10.5,-2.31,-5.72,1
-10.5,-0.58,-5.72,1
-8.5,-0.58,-5.72,1
-6.5,-0.58,-5.72,1
-4.5,-0.58,-5.72,1
-2.5,-0.58,-5.72,1
-0.5,-0.58,-5.72,1
1.5,-0.58,-5.72,1
3.5,-0.58,-5.72,1
5.5,-0.58,-5.72,1
7.5,-0.58,-5.72,1
9.5,-0.58,-5.72,1
11.5,-0.58,-5.72,1
-11.5,1.15,-5.72,1
-9.5,1.15,-5.72,1
-7.5,1.15,-5.72,1
-5.5,1.15,-5.72,1
-3.5,1.15,-5.72,1
-1.5,1.15,-5.72,1
0.5,1.15,-5.72,1
2.5,1.15,-5.72,1
4.5,1.15,-5.72,1
6.5,1.15,-5.72,1
8.5,1.15,-5.72,1
10.5,1.15,-5.72,1
-10.5,2.89,-5.72,1
-8.5,2.89,-5.72,1
-6.5,2.89,-5.72,1
-4.5,2.89,-5.72,1
-2.5,2.89,-5.72,1
-0.5,2.89,-5.72,1
1.5,2.89,-5.72,1
3.5,2.89,-5.72,1
5.5,2.89,-5.72,1
7.5,2.89,-5.72,1
9.5,2.89,-5.72,1
-9.5,4.62,-5.72,1
-7.5,4.62,-5.72,1
-5.5,4.62,-5.72,1
-3.5,4.62,-5.72,1
-1.5,4.62,-5.72,1
0.5,4.62,-5.72,1
2.5,4.62,-5.72,1
4.5,4.62,-5.72,1
6.5,4.62,-5.72,1
8.5,4.62,-5.72,1
10.5,4.62,-5.72,1
-8.5,6.35,-5.72,1
-6.5,6.35,-5.72,1
-4.5,6.35,-5.72,1
-2.5,6.35,-5.72,1
-0.5,6.35,-5.72,1
1.5,6.35,-5.72,1
3.5,6.35,-5.72,1
5.5,6.35,-5.72,1
7.5,6.35,-5.72,1
9.5,6.35,-5.72,1
-7.5,8.08,-5.72,1
-5.5,8.08,-5.72,1
-3.5,8.08,-5.72,1
-1.5,8.08,-5.72,1
0.5,8.08,-5.72,1
2.5,8.08,-5.72,1
4.5,8.08,-5.72,1
6.5,8.08,-5.72,1
-4.5,9.81,-5.72,1
-2.5,9.81,-5.72,1
-0.5,9.81,-5.72,1
1.5,9.81,-5.72,1
3.5,9.81,-5.72,1
5.5,9.81,-5.72,1
-1.5,11.55,-5.72,1
0.5,11.55,-5.72,1
-3.5,-11.55,-4.08,1
-1.5,-11.55,-4.08,1
0.5,-11.55,-4.08,1
2.5,-11.55,-4.08,1
-6.5,-9.81,-4.08,1
-4.5,-9.81,-4.08,1
-2.5,-9.81,-4.08,1
-0.5,-9.81,-4.08,1
1.5,-9.81,-4.08,1
3.5,-9.81,-4.08,1
5.5,-9.81,-4.08,1
-7.5,-8.08,-4.08,1
-5.5,-8.08,-4.08,1
-3.5,-8.08,-4.08,1
-1.5,-8.08,-4.08,1
0.5,-8.08,-4.08,1
2.5,-8.08,-4.08,1
4.5,-8.08,-4.08,1
6.5,-8.08,-4.08,1
8.5,-8.08,-4.08,1
-10.5,-6.35,-4.08,1
-8.5,-6.35,-4.08,1
-6.5,-6.35,-4.08,1
-4.5,-6.35,-4.08,1
-2.5,-6.35,-4.08,1
-0.5,-6.35,-4.08,1
1.5,-6.35,-4.08,1
3.5,-6.35,-4.08,1
5.5,-6.35,-4.08,1
7.5,-6.35,-4.08,1
9.5,-6.35,-4.08,1
-9.5,-4.62,-4.08,1
-7.5,-4.62,-4.08,1
-5.5,-4.62,-4.08,1
-3.5,-4.62,-4.08,1
-1.5,-4.62,-4.08,1
0.5,-4.62,-4.08,1
2.5,-4.62,-4.08,1
4.5,-4.62,-4.08,1
6.5,-4.62,-4.08,1
8.5,-4.62,-4.08,1
10.5,-4.62,-4.08,1
-10.5,-2.89,-4.08,1
-8.5,-2.89,-4.08,1
-6.5,-2.89,-4.08,1
-4.5,-2.89,-4.08,1
-2.5,-2.89,-4.08,1
-0.5,-2.89,-4.08,1
1.5,-2.89,-4.08,1
3.5,-2.89,-4.08,1
5.5,-2.89,-4.08,1
7.5,-2.89,-4.08,1
9.5,-2.89,-4.08,1
11.5,-2.89,-4.08,1
-11.5,-1.15,-4.08,1
-9.5,-1.15,-4.08,1
-7.5,-1.15,-4.08,1
-5.5,-1.15,-4.08,1
-3.5,-1.15,-4.08,1
-1.5,-1.15,-4.08,1
0.5,-1.15,-4.08,1
2.5,-1.15,-4.08,1
4.5,-1.15,-4.08,1
6.5,-1.15,-4.08,1
8.5,-1.15,-4.08,1
10.5,-1.15,-4.08,1
-10.5,0.58,-4.08,1
-8.5,0.58,-4.08,1
-6.5,0.58,-4.08,1
-4.5,0.58,-4.08,1
-2.5,0.58,-4.08,1
-0.5,0.58,-4.08,1
1.5,0.58,-4.08,1
3.5,0.58,-4.08,1
5.5,0.58,-4.08,1
7.5,0.58,-4.08,1
9.5,0.58,-4.08,1
11.5,0.58,-4.08,1
-11.5,2.31,-4.08,1
-9.5,2.31,-4.08,1
-7.5,2.31,-4.08,1
-5.5,2.31,-4.08,1
-3.5,2.31,-4.08,1
-1.5,2.31,-4.08,1
0.5,2.31,-4.08,1
2.5,2.31,-4.08,1
4.5,2.31,-4.08,1
6.5,2.31,-4.08,1
8.5,2.31,-4.08,1
10.5,2.31,-4.08,1
-10.5,4.04,-4.08,1
-8.5,4.04,-4.08,1
-6.5,4.04,-4.08,1
-4.5,4.04,-4.08,1
-2.5,4.04,-4.08,1
-0.5,4.04,-4.08,1
1.5,4.04,-4.08,1
3.5,4.04,-4.08,1
5.5,4.04,-4.08,1
7.5,4.04,-4.08,1
9.5,4.04,-4.08,1
11.5,4.04,-4.08,1
-9.5,5.77,-4.08,1
-7.5,5.77,-4.08,1
-5.5,5.77,-4.08,1
-3.5,5.77,-4.08,1
-1.5,5.77,-4.08,1
0.5,5.77,-4.08,1
2.5,5.77,-4.08,1
4.5,5.77,-4.08,1
6.5,5.77,-4.08,1
8.5,5.77,-4.08,1
10.5,5.77,-4.08,1
-8.5,7.51,-4.08,1
-6.5,7.51,-4.08,1
-4.5,7.51,-4.08,1
-2.5,7.51,-4.08,1
-0.5,7.51,-4.08,1
1.5,7.51,-4.08,1
3.5,7.51,-4.08,1
5.5,7.51,-4.08,1
7.5,7.51,-4.08,1
9.5,7.51,-4.08,1
-7.5,9.24,-4.08,1
-5.5,9.24,-4.08,1
-3.5,9.24,-4.08,1
-1.5,9.24,-4.08,1
0.5,9.24,-4.08,1
2.5,9.24,-4.08,1
4.5,9.24,-4.08,1
6.5,9.24,-4.08,1
-4.5,10.97,-4.08,1
-2.5,10.97,-4.08,1
-0.5,10.97,-4.08,1
1.5,10.97,-4.08,1
3.5,10.97,-4.08,1
5.5,10.97,-4.08,1
0.5,-12.7,-2.45,1
-6.5,-10.97,-2.45,1
-4.5,-10.97,-2.45,1
-2.5,-10.97,-2.45,1
-0.5,-10.97,-2.45,1
1.5,-10.97,-2.45,1
3.5,-10.97,-2.45,1
5.5,-10.97,-2.45,1
-7.5,-9.24,-2.45,1
-5.5,-9.24,-2.45,1
-3.5,-9.24,-2.45,1
-1.5,-9.24,-2.45,1
0.5,-9.24,-2.45,1
2.5,-9.24,-2.45,1
4.5,-9.24,-2.45,1
6.5,-9.24,-2.45,1
8.5,-9.24,-2.45,1
-8.5,-7.51,-2.45,1
-6.5,-7.51,-2.45,1
-4.5,-7.51,-2.45,1
-2.5,-7.51,-2.45,1
-0.5,-7.51,-2.45,1
1.5,-7.51,-2.45,1
3.5,-7.51,-2.45,1
5.5,-7.51,-2.45,1
7.5,-7.51,-2.45,1
9.5,-7.51,-2.45,1
-9.5,-5.77,-2.45,1
-7.5,-5.77,-2.45,1
-5.5,-5.77,-2.45,1
-3.5,-5.77,-2.45,1
-1.5,-5.77,-2.45,1
0.5,-5.77,-2.45,1
2.5,-5.77,-2.45,1
4.5,-5.77,-2.45,1
6.5,-5.77,-2.45,1
8.5,-5.77,-2.45,1
10.5,-5.77,-2.45,1
-10.5,-4.04,-2.45,1
-8.5,-4.04,-2.45,1
-6.5,-4.04,-2.45,1
-4.5,-4.04,-2.45,1
-2.5,-4.04,-2.45,1
-0.5,-4.04,-2.45,1
1.5,-4.04,-2.45,1
3.5,-4.04,-2.45,1
5.5,-4.04,-2.45,1
7.5,-4.04,-2.45,1
9.5,-4.04,-2.45,1
11.5,-4.04,-2.45,1
-11.5,-2.31,-2.45,1
-9.5,-2.31,-2.45,1
-7.5,-2.31,-2.45,1
-5.5,-2.31,-2.45,1
-3.5,-2.31,-2.45,1
-1.5,-2.31,-2.45,1
0.5,-2.31,-2.45,1
2.5,-2.31,-2.45,1
4.5,-2.31,-2.45,1
6.5,-2.31,-2.45,1
8.5,-2.31,-2.45,1
10.5,-2.31,-2.45,1
12.5,-2.31,-2.45,1
-12.5,-0.58,-2.45,1
-10.5,-0.58,-2.45,1
-8.5,-0.58,-2.45,1
-6.5,-0.58,-2.45,1
-4.5,-0.58,-2.45,1
-2.5,-0.58,-2.45,1
-0.5,-0.58,-2.45,1
1.5,-0.58,-2.45,1
3.5,-0.58,-2.45,1
5.5,-0.58,-2.45,1
7.5,-0.58,-2.45,1
9.5,-0.58,-2.45,1
11.5,-0.58,-2.45,1
-11.5,1.15,-2.45,1
-9.5,1.15,-2.45,1
-7.5,1.15,-2.45,1
-5.5,1.15,-2.45,1
-3.5,1.15,-2.45,1
-1.5,1.15,-2.45,1
0.5,1.15,-2.45,1
2.5,1.15,-2.45,1
4.5,1.15,-2.45,1
6.5,1.15,-2.45,1
8.5,1.15,-2.45,1
10.5,1.15,-2.45,1
12.5,1.15,-2.45,1
-10.5,2.89,-2.45,1
-8.5,2.89,-2.45,1
-6.5,2.89,-2.45,1
-4.5,2.89,-2.45,1
-2.5,2.89,-2.45,1
-0.5,2.89,-2.45,1
1.5,2.89,-2.45,1
3.5,2.89,-2.45,1
5.5,2.89,-2.45,1
7.5,2.89,-2.45,1
9.5,2.89,-2.45,1
11.5,2.89,-2.45,1
-11.5,4.62,-2.45,1
-9.5,4.62,-2.45,1
-7.5,4.62,-2.45,1
-5.5,4.62,-2.45,1
-3.5,4.62,-2.45,1
-1.5,4.62,-2.45,1
0.5,4.62,-2.45,1
2.5,4.62,-2.45,1
4.5,4.62,-2.45,1
6.5,4.62,-2.45,1
8.5,4.62,-2.45,1
10.5,4.62,-2.45,1
-10.5,6.35,-2.45,1
-8.5,6.35,-2.45,1
-6.5,6.35,-2.45,1
-4.5,6.35,-2.45,1
-2.5,6.35,-2.45,1
-0.5,6.35,-2.45,1
1.5,6.35,-2.45,1
3.5,6.35,-2.45,1
5.5,6.35,-2.45,1
7.5,6.35,-2.45,1
9.5,6.35,-2.45,1
-9.5,8.08,-2.45,1
-7.5,8.08,-2.45,1
-5.5,8.08,-2.45,1
-3.5,8.08,-2.45,1
-1.5,8.08,-2.45,1
0.5,8.08,-2.45,1
2.5,8.08,-2.45,1
4.5,8.08,-2.45,1
6.5,8.08,-2.45,1
8.5,8.08,-2.45,1
-6.5,9.81,-2.45,1
-4.5,9.81,-2.45,1
-2.5,9.81,-2.45,1
-0.5,9.81,-2.45,1
1.5,9.81,-2.45,1
3.5,9.81,-2.45,1
5.5,9.81,-2.45,1
7.5,9.81,-2.45,1
-3.5,11.55,-2.45,1
-1.5,11.55,-2.45,1
0.5,11.55,-2.45,1
2.5,11.55,-2.45,1
4.5,11.55,-2.45,1
-5.5,-11.55,-0.82,1
-3.5,-11.55,-0.82,1
-1.5,-11.55,-0.82,1
0.5,-11.55,-0.82,1
2.5,-11.55,-0.82,1
4.5,-11.55,-0.82,1
-6.5,-9.81,-0.82,1
-4.5,-9.81,-0.82,1
-2.5,-9.81,-0.82,1
-0.5,-9.81,-0.82,1
1.5,-9.81,-0.82,1
3.5,-9.81,-0.82,1
5.5,-9.81,-0.82,1
7.5,-9.81,-0.82,1
-9.5,-8.08,-0.82,1
-7.5,-8.08,-0.82,1
-5.5,-8.08,-0.82,1
-3.5,-8.08,-0.82,1
-1.5,-8.08,-0.82,1
0.5,-8.08,-0.82,1
2.5,-8.08,-0.82,1
4.5,-8.08,-0.82,1
6.5,-8.08,-0.82,1
8.5,-8.08,-0.82,1
-10.5,-6.35,-0.82,1
-8.5,-6.35,-0.82,1
-6.5,-6.35,-0.82,1
-4.5,-6.35,-0.82,1
-2.5,-6.35,-0.82,1
-0.5,-6.35,-0.82,1
1.5,-6.35,-0.82,1
3.5,-6.35,-0.82,1
5.5,-6.35,-0.82,1
7.5,-6.35,-0.82,1
9.5,-6.35,-0.82,1
-11.5,-4.62,-0.82,1
-9.5,-4.62,-0.82,1
-7.5,-4.62,-0.82,1
-5.5,-4.62,-0.82,1
-3.5,-4.62,-0.82,1
-1.5,-4.62,-0.82,1
0.5,-4.62,-0.82,1
2.5,-4.62,-0.82,1
4.5,-4.62,-0.82,1
6.5,-4.62,-0.82,1
8.5,-4.62,-0.82,1
10.5,-4.62,-0.82,1
-12.5,-2.89,-0.82,1
-10.5,-2.89,-0.82,1
-8.5,-2.89,-0.82,1
-6.5,-2.89,-0.82,1
-4.5,-2.89,-0.82,1
-2.5,-2.89,-0.82,1
-0.5,-2.89,-0.82,1
1.5,-2.89,-0.82,1
3.5,-2.89,-0.82,1
5.5,-2.89,-0.82,1
7.5,-2.89,-0.82,1
9.5,-2.89,-0.82,1
11.5,-2.89,-0.82,1
-11.5,-1.15,-0.82,1
-9.5,-1.15,-0.82,1
-7.5,-1.15,-0.82,1
-5.5,-1.15,-0.82,1
-3.5,-1.15,-0.82,1
-1.5,-1.15,-0.82,1
0.5,-1.15,-0.82,1
2.5,-1.15,-0.82,1
4.5,-1.15,-0.82,1
6.5,-1.15,-0.82,1
8.5,-1.15,-0.82,1
10.5,-1.15,-0.82,1
12.5,-1.15,-0.82,1
-12.5,0.58,-0.82,1
-10.5,0.58,-0.82,1
-8.5,0.58,-0.82,1
-6.5,0.58,-0.82,1
-4.5,0.58,-0.82,1
-2.5,0.58,-0.82,1
-0.5,0.58,-0.82,1
1.5,0.58,-0.82,1
3.5,0.58,-0.82,1
5.5,0.58,-0.82,1
7.5,0.58,-0.82,1
9.5,0.58,-0.82,1
11.5,0.58,-0.82,1
-11.5,2.31,-0.82,1
-9.5,2.31,-0.82,1
-7.5,2.31,-0.82,1
-5.5,2.31,-0.82,1
-3.5,2.31,-0.82,1
-1.5,2.31,-0.82,1
0.5,2.31,-0.82,1
2.5,2.31,-0.82,1
4.5,2.31,-0.82,1
6.5,2.31,-0.82,1
8.5,2.31,-0.82,1
10.5,2.31,-0.82,1
12.5,2.31,-0.82,1
-10.5,4.04,-0.82,1
-8.5,4.04,-0.82,1
-6.5,4.04,-0.82,1
-4.5,4.04,-0.82,1
-2.5,4.04,-0.82,1
-0.5,4.04,-0.82,1
1.5,4.04,-0.82,1
3.5,4.04,-0.82,1
5.5,4.04,-0.82,1
7.5,4.04,-0.82,1
9.5,4.04,-0.82,1
11.5,4.04,-0.82,1
-11.5,5.77,-0.82,1
-9.5,5.77,-0.82,1
-7.5,5.77,-0.82,1
-5.5,5.77,-0.82,1
-3.5,5.77,-0.82,1
-1.5,5.77,-0.82,1
0.5,5.77,-0.82,1
2.5,5.77,-0.82,1
4.5,5.77,-0.82,1
6.5,5.77,-0.82,1
8.5,5.77,-0.82,1
10.5,5.77,-0.82,1
-10.5,7.51,-0.82,1
-8.5,7.51,-0.82,1
-6.5,7.51,-0.82,1
-4.5,7.51,-0.82,1
-2.5,7.51,-0.82,1
-0.5,7.51,-0.82,1
